Splitting 0; NODE; {10s: 0.9922194963138403, 83s: 0.9834989180658668, 40s: 0.9871959396621848, 23s: 0.9883216433688642, 136s: 0.9577826260613675, 3s: 0.9533989523833416, 106s: 0.9821374323258997, 87s: 0.9850030399978589, 60s: 0.986093423038218, 49s: 0.9895190423187781, 52s: 0.9897137593779611, 94s: 0.9859766946136549, 138s: 0.961666652830398, 17s: 0.9867955594488282, 11s: 0.991053798924797, 110s: 0.9810487691074632, 36s: 0.9867962198508109, 107s: 0.9817777874369363, 100s: 0.9837844974399625, 42s: 0.9875975454298855, 130s: 0.9562050869748564, 117s: 0.9806355267784445, 67s: 0.9888756583742245, 93s: 0.9859369541141869, 126s: 0.979684794561821, 116s: 0.9812584322297903, 132s: 0.9564050152555393, 20s: 0.9891982626866727, 54s: 0.988073215729704, 50s: 0.9889953176127355, 137s: 0.9580493054626964, 12s: 0.9893978968581848, 28s: 0.9880829931271672, 51s: 0.9861841093168948, 16s: 0.9881558666484809, 92s: 0.9846942872795827, 91s: 0.9856588042540512, 113s: 0.9819635707618801, 19s: 0.9889187217274924, 90s: 0.9856908195144181, 41s: 0.9871858133750133, 129s: 0.9556035168313217, 69s: 0.9925491541539997, 109s: 0.9785135911921037, 65s: 0.9917381502217493, 135s: 0.9571017195340253, 118s: 0.9824919853472333, 79s: 0.988636478931641, 15s: 0.9898387614133561, 115s: 0.9805135626933641, 133s: 0.9564060002274379, 2s: 0.9537801849772877, 5s: 0.9541337132002428, 33s: 0.9880028950845953, 37s: 0.9855419253091525, 56s: 0.9883506298968185, 24s: 0.9892779523910934, 72s: 0.9903452505024269, 120s: 0.9823289172927065, 89s: 0.982607806492943, 122s: 0.976418171197029, 104s: 0.9810275134518551, 124s: 0.9775555889100661, 38s: 0.9831678434898927, 39s: 0.9831283792432585, 13s: 0.989434281442993, 66s: 0.9858221294028842, 81s: 0.9846235819417427, 76s: 0.985726295257387, 14s: 0.9916379847042438, 102s: 0.9806940467382749, 35s: 0.9872034918989845, 131s: 0.9564050152555393, 26s: 0.9893576469102622, 80s: 0.9846235819417427, 29s: 0.9893576469102622, 32s: 0.9900126627648975, 123s: 0.9778304933228975, 68s: 0.9923981098375833, 4s: 0.9537062955813406, 57s: 0.9898382532682205, 25s: 0.9876842111070873, 64s: 0.9917781322069674, 71s: 0.9885538223719699, 121s: 0.9763787599661642, 45s: 0.9903705073397725, 78s: 0.9850210108218033, 53s: 0.9914668649813854, 31s: 0.9886802837619938, 75s: 0.9901939452004814, 70s: 0.9902806066529808, 6s: 0.9563931019224933, 96s: 0.9864854648998133, 97s: 0.9910700478387434, 88s: 0.9835495669615136, 48s: 0.990394306120084, 59s: 0.9890012594040465, 73s: 0.9896276926236711, 61s: 0.9879393146019728, 8s: 0.956510456796094, 47s: 0.990674421644522, 95s: 0.9878667329874541, 55s: 0.9853985658104113, 58s: 0.9901584017558496, 82s: 0.9846235819417427, 85s: 0.9849105375895928, 98s: 0.9839641036583401, 99s: 0.9812244545288501, 7s: 0.9576863454123412, 21s: 0.9884000066574281, 30s: 0.9893177990488219, 63s: 0.9917815931245239, 105s: 0.9809396350419053, 43s: 0.9899185682290403, 9s: 0.9927286541579126, 84s: 0.9839689012938945, 22s: 0.9892381069370516, 34s: 0.9892396136424004, 108s: 0.9833182341776409, 62s: 0.9879666951797906, 86s: 0.9855483146880615, 112s: 0.9816496674408169, 125s: 0.978311098039886, 74s: 0.9887107428680562, 111s: 0.9806306922701679, 103s: 0.9796150540386236, 134s: 0.9564060002274379, 127s: 0.9548418550754669, 77s: 0.985726295257387, 46s: 0.9902837329044697, 18s: 0.9889153959949218, 101s: 0.9799409164413276, 128s: 0.9553913906517538, 27s: 0.9880431833762892, 114s: 0.9800389771317258, 44s: 0.9889543620838113, 1s: 0.9601342079944803, 119s: 0.9826192723510447, parent: 0.9533989523833416}; 0.9763787599661642; No so far cutoffs. Use max 2.
Splitting 0; NODE; {10s: 0.9920995368764071, 83s: 0.9833798077408085, 40s: 0.9873154036860081, 23s: 0.9884411038734743, 136s: 0.9576654057644842, 3s: 0.9532826907169175, 106s: 0.982018629570206, 87s: 0.9848837487144074, 60s: 0.9862126838871652, 49s: 0.9896385849415805, 52s: 0.9898333724878343, 94s: 0.9858574767192442, 138s: 0.9615494710837343, 17s: 0.9869150075446147, 11s: 0.9909338571620403, 110s: 0.9809299399263587, 36s: 0.9869156620023503, 107s: 0.9816589958538923, 100s: 0.9836654174260852, 42s: 0.9877170134769179, 130s: 0.9560881813643431, 117s: 0.9805166288390388, 67s: 0.9889155068848354, 93s: 0.9858177398237207, 126s: 0.9795643273190534, 116s: 0.9811396579778774, 132s: 0.9562877854133054, 20s: 0.9893177990488219, 54s: 0.9881927497526918, 50s: 0.9891148764056358, 137s: 0.9579323733324039, 12s: 0.9892779049964344, 28s: 0.9882024295978011, 51s: 0.9862635562014479, 16s: 0.9882753781395309, 92s: 0.9845750971422106, 91s: 0.9855396151891656, 113s: 0.9818446811773568, 19s: 0.9890382399557942, 90s: 0.9855715628858392, 41s: 0.987305371421983, 129s: 0.9554866204558935, 69s: 0.9925891007933267, 109s: 0.9783951981463545, 65s: 0.9918580998041135, 135s: 0.9569847317151824, 118s: 0.9823731373075295, 79s: 0.9885169611103728, 15s: 0.98971921145816, 115s: 0.9803949001474004, 133s: 0.9562890926840383, 2s: 0.9536638720937806, 5s: 0.9540173796666284, 33s: 0.9881223290916314, 37s: 0.9856610954371766, 56s: 0.9884702047134034, 24s: 0.9893974959754381, 72s: 0.9902255092167407, 120s: 0.9822097839442746, 89s: 0.9824886537722407, 122s: 0.9762999410836531, 104s: 0.9809088018765107, 124s: 0.9774372234605857, 38s: 0.9832867481144325, 39s: 0.9832472790949801, 13s: 0.9893146997010793, 66s: 0.9858618540657036, 81s: 0.9845044664455685, 76s: 0.9856069994560914, 14s: 0.9915177636952389, 102s: 0.9805752605227904, 35s: 0.9873228857993919, 131s: 0.9562877854133054, 26s: 0.9894771977170932, 80s: 0.9845044664455685, 29s: 0.9894771977170932, 32s: 0.9901325450228485, 123s: 0.9777120957818038, 68s: 0.9924382170615532, 4s: 0.953589998799757, 57s: 0.9899578200098034, 25s: 0.9878036186189852, 64s: 0.9918980854160898, 71s: 0.9884342808228621, 121s: 0.9762605334319583, 45s: 0.990490445032587, 78s: 0.9849018616605533, 53s: 0.9915866694529685, 31s: 0.9887997743767276, 75s: 0.9900743198391453, 70s: 0.9901610586811863, 6s: 0.9562765840696569, 96s: 0.9863661301763518, 97s: 0.9909497839021231, 88s: 0.983429364752624, 48s: 0.9905139484600322, 59s: 0.9891207539100983, 73s: 0.989508024833794, 61s: 0.9880585835295002, 8s: 0.9563937184225803, 47s: 0.990794077345649, 95s: 0.9877471564361104, 55s: 0.985517921859085, 58s: 0.9902779818914883, 82s: 0.9845044664455685, 85s: 0.9847911514794639, 98s: 0.9838451626703485, 99s: 0.981184874862562, 7s: 0.9575700654828474, 21s: 0.9885194874653941, 30s: 0.9894373462443738, 63s: 0.9919014959953497, 105s: 0.9808208766179118, 43s: 0.990038135043553, 9s: 0.9926084696972184, 84s: 0.9838496991617365, 22s: 0.9893576469102622, 34s: 0.9893591369472247, 108s: 0.9831992682014582, 62s: 0.9880860899312055, 86s: 0.9854288778118636, 112s: 0.9815308266529454, 125s: 0.9781926948733557, 74s: 0.9885911606523877, 111s: 0.9805120095644725, 103s: 0.9794965372836388, 134s: 0.9562890926840383, 127s: 0.9547250744906772, 77s: 0.9856069994560914, 46s: 0.9904037472938008, 18s: 0.9890349499437574, 101s: 0.9798221926877368, 128s: 0.9552745714316108, 27s: 0.9881626162378987, 114s: 0.9799203576650674, 44s: 0.9890739291754652, 1s: 0.9600177157167511, 119s: 0.9825001976555907, parent: 0.9533989523833416}; 0.9762605334319583; No so far cutoffs. Use max 2.
Splitting 0; NODE; {127s: 0.9971014511806575, 131s: 0.998626873107376, 128s: 0.9976647988299245, 130s: 0.998590195023933, 8s: 0.9238595507634695, 137s: 0.9828829628242426, 129s: 0.9978246427774338, 133s: 0.9987111587150034, 2s: 0.9212101758061673, 138s: 0.9755694738792715, 132s: 0.998626873107376, 134s: 0.9987111587150034, 136s: 0.993076128512113, 135s: 0.9958152318761396, 5s: 0.9214822778545914, 4s: 0.9209896978822785, 6s: 0.9236896018407417, 3s: 0.9208432679208908, 7s: 0.9248971324152442, 1s: 0.9273604713623846, parent: 0.9533989523833416}; 0.9533989523833416; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 0; NODE; {127s: 0.9971014511806575, 131s: 0.998626873107376, 128s: 0.9976647988299245, 130s: 0.998590195023933, 8s: 0.9238595507634695, 137s: 0.9828829628242426, 129s: 0.9978246427774338, 133s: 0.9987111587150034, 2s: 0.9212101758061673, 138s: 0.9755694738792715, 132s: 0.998626873107376, 134s: 0.9987111587150034, 136s: 0.993076128512113, 135s: 0.9958152318761396, 5s: 0.9214822778545914, 4s: 0.9209896978822785, 6s: 0.9236896018407417, 3s: 0.9208432679208908, 7s: 0.9248971324152442, 1s: 0.9273604713623846, parent: 0.9533989523833416}; 0.9533989523833416; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 0; NODE; {8s: 0.9868683594447089, 2s: 0.9981934154587266, 1s: 0.9752901256263745, 7s: 0.9728539220266091, 5s: 0.9985546814629602, 4s: 0.9979528869507266, 6s: 0.9930301292909386, 3s: 0.997792594994617, parent: 0.9533989523833416}; 0.9728539220266091; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 3; NODE; {8s: 0.9868683594447089, 2s: 0.9981934154587266, 1s: 0.9752901256263745, 7s: 0.9728539220266091, 5s: 0.9985546814629602, 4s: 0.9979528869507266, 6s: 0.9930301292909386, 3s: 0.997792594994617, parent: 0.9728539220266091}; 0.9868683594447089; No so far cutoffs. Use max 2.
Splitting 3; NODE; {8s: 0.9868683594447089, 2s: 0.9981934154587266, 1s: 0.9752901256263745, 7s: 0.9728539220266091, 5s: 0.9985546814629602, 4s: 0.9979528869507266, 6s: 0.9930301292909386, 3s: 0.997792594994617, parent: 0.9728539220266091}; 0.9868683594447089; No so far cutoffs. Use max 2.
Splitting 3; NODE; {1s: 0.9969607620066183, 7s: 1.0, parent: 0.9728539220266091}; 0.9969607620066183; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 5; NODE; {1s: 0.9969607620066183, 7s: 1.0, parent: 0.9969607620066183}; 1.0; No so far cutoffs. Use max 2.
Splitting 5; NODE; {1s: 0.9969607620066183, 7s: 1.0, parent: 0.9969607620066183}; 1.0; No so far cutoffs. Use max 2.
Splitting 5; NODE; {1s: 1.0, parent: 0.9969607620066183}; 1.0; guard > max(compatibilities). Use max 2.
Splitting 4; NODE; {8s: 0.9868683594447089, 2s: 0.9981934154587266, 5s: 0.9985546814629602, 4s: 0.9979528869507266, 6s: 0.9930301292909386, 3s: 0.997792594994617, parent: 0.9868683594447089}; 0.9930301292909386; No so far cutoffs. Use max 2.
Splitting 4; NODE; {8s: 0.9853156235558652, 2s: 0.999518004547541, 5s: 0.9969906883059966, 4s: 0.9963895695287238, 6s: 0.9914729285009882, 3s: 0.9991165989596706, parent: 0.9868683594447089}; 0.9963895695287238; No so far cutoffs. Use max 2.
Splitting 4; NODE; {8s: 0.9842417264258085, 2s: 1.0, 5s: 0.9959090005571274, 4s: 0.9953083493149689, 6s: 0.9903959397668042, 3s: 0.9980332250532103, parent: 0.9868683594447089}; 0.9953083493149689; No so far cutoffs. Use max 2.
Splitting 4; NODE; {6s: 0.980979981997063, 8s: 1.0, parent: 0.9868683594447089}; 1.0; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 4; NODE; {6s: 0.980979981997063, 8s: 1.0, parent: 0.9868683594447089}; 1.0; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 4; NODE; {6s: 1.0, parent: 0.9868683594447089}; 1.0; Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
Splitting 8; NODE; {2s: 1.0, 5s: 0.9959090005571274, 4s: 0.9953083493149689, 3s: 0.9980332250532103, parent: 0.9953083493149689}; 0.9980332250532103; No so far cutoffs. Use max 2.
Splitting 8; NODE; {2s: 1.0, 5s: 0.9959090005571274, 4s: 0.9953083493149689, 3s: 0.9980332250532103, parent: 0.9953083493149689}; 0.9980332250532103; No so far cutoffs. Use max 2.
