id,strategy,compatibilities,params,cutoff,reason
id,strategy,compatibilities,params,cutoff,reason
0,MAX2,"[0.6363684489147697, 0.9703570863442165, 0.9699351231605042, 0.9698839662447257, 0.6332645174951035, 0.9704098317421805, 0.968356099361848, 0.6358675496688742, 0.6330775337390844, 0.969513159976792, 0.6363443708609271, 0.6598732840549102, 0.6479535252178505, 0.6367342616614603, 0.6126035251645785, 0.6122579272185571, 0.6363443708609271, 0.9709704911047193, 0.9714999734141543, 0.632953642384106, 0.9683277027027027, 0.6378461375549319, 0.636917050447303, 0.6359205298013245, 0.9713049899778458, 0.9713049899778458, 0.9715159826985968, 0.9714632345184091, 0.9710412490769068, 0.9713577381580335, 0.971252241797658, 0.9703570863442165, 0.9661374545070942, 0.9659246755986919, 0.9655045097315259, 0.9659246755986919, 0.9685637428134395, 0.9659246755986919, 0.9655045097315259, 0.9686164882114036, 0.9682455955269543, 0.9703570863442165, 0.6380205573805234, 0.638073540320017, 0.6380205573805234, 0.6380205573805234, 0.6584824964359258, 0.6590105074185543, 0.6576376788637204, 0.6583768942394002, 0.6307814569536424, 0.9996835276122158, 0.9994198006223957, 0.9993143098264676, 0.9980886647199363, 0.9986251388081011, 0.9998943252668288, 1.0, 0.9998943308501083, 0.9997888959256913, 0.9997361477572559, 1.0, 0.9999472462544841, 0.9998942638117896, 0.9997358131670717, 0.9999472351203039, 0.9997355616670193, 0.9996834942237696, 0.9872192513368984, 0.999894247038917, 0.9999470142531659, 0.9998413957176844, 0.9998942582214233, 0.9998417137128687, 0.9999471514639044, 0.999947050725405, 0.9998413705583756, 0.9999471319058948, 0.9998942582214233, 0.9999471430836725, 0.9999469974028727, 0.999947148670789, 0.9998937808699346, 0.9999472184102185, 0.9998944925089681, 0.999894464672049, 0.9998944089541207, 0.9998417471118848, 0.9998944479628457, 1.0, 0.9998944980745899, 0.9998944813759628, 0.999893899204244, 0.9998935660688627, 0.9999465555021111, 0.9998941238750662, 1.0, 0.9998417304141387, 0.9999468169972877, 0.999894319682959, 0.9998940453485908, 0.9998942358540455, 0.999894319682959, 0.9997890072792489, 0.9997362730101799, 0.9999470927464156, 1.0, 1.0, 0.9998941238750662, 0.999947176588664, 0.9999468396151188, 1.0, 1.0, 0.9999470058293588, 0.9999472156241752, 1.0, 0.9999468424409951, 0.999946732008736, 1.0, 1.0, 0.9998937865108869, 0.9998939498382735, 0.9998942973415781, 0.9999471291107116, 0.9998936113623065, 0.9997882029016203, 0.9998416719442685, 0.9998940677966102, 1.0, 0.9998939667055455, 0.9998944758085792, 0.9998944758085792, 0.9998416886543535, 0.9997889516171582, 0.999894358757659, 0.9998940453485908, 0.999788862496701, 0.9998416886543535, 0.9998942973415781, 0.9999471291107116, 0.9998944312483505, 1.0, 0.9998413957176844, 0.9997890072792489, 0.9998417387634522, 0.9999466638220705, 0.9998414627701738, 0.9998417554594367, 0.9998943978034743, 0.9998938147066632, 0.9999471626334143, 0.9999464811345999, 0.9999462741094933, 0.3940139186855737, 0.9703570863442165, 0.6332645174951035, 0.6357086092715232, 0.6479535252178505, 0.6597676874340022, 0.3744375850162185]",,0.9655045097315259,Value after max distance in cutoff search range.
0,NODE3,"[0.6363684489147697, 0.9703043409462524, 0.9698823777625403, 0.969831223628692, 0.6332645174951035, 0.9703570863442165, 0.9683033595274511, 0.6359205298013245, 0.6330246096851019, 0.969460414578828, 0.6363973509933775, 0.6598204857444562, 0.6480063374702931, 0.6367342616614603, 0.6125504353365895, 0.6122579272185571, 0.6363973509933775, 0.970917225950783, 0.9714468017227628, 0.6330066225165563, 0.9682749155405406, 0.6378461375549319, 0.636917050447303, 0.6359735099337749, 0.971252241797658, 0.971252241797658, 0.9714632345184091, 0.9714104863382214, 0.9709885008967191, 0.9713049899778458, 0.9711994936174702, 0.9703043409462524, 0.9660847091091302, 0.965871927418504, 0.965451764333562, 0.965871927418504, 0.9685109974154755, 0.965871927418504, 0.965451764333562, 0.9685637428134395, 0.9681928473467666, 0.9703043409462524, 0.638073540320017, 0.6381265232595105, 0.638073540320017, 0.638073540320017, 0.6585352975341887, 0.6590633085168172, 0.6575848777654575, 0.658429695337663, 0.6308344370860928, 0.9995252914183238, 0.9993670552244317, 0.9992615644285037, 0.9980355720732679, 0.9985722595314896, 0.9998414879002431, 0.9999467206564016, 0.9998414962751625, 0.9997361199071142, 0.9996833773087072, 0.9999471793788295, 0.9998944925089681, 0.9998413957176844, 0.9996829758004862, 0.9998944702406078, 0.9996826740004231, 0.9996307432610645, 0.9871657754010695, 0.9999471235194586, 1.0, 1.0, 0.9999471291107116, 0.9998944758085792, 1.0, 1.0, 0.999894247038917, 0.9998942638117896, 0.9998413873321349, 1.0, 1.0, 1.0, 0.9999468904349673, 1.0, 0.9999472462544841, 0.9999472323360244, 0.9999472044770603, 0.9998944980745899, 0.9998416719442685, 0.9999470282868947, 0.9999472490372949, 0.9999472406879815, 0.999946949602122, 0.9999467830344314, 1.0, 0.9999470619375331, 0.9999471933252363, 0.9998944869427592, 1.0, 0.9998414795244386, 0.9998410680228862, 0.9998413537810682, 0.9998414795244386, 0.9998417554594367, 0.9997890184081439, 1.0, 0.999947226766584, 0.9999471235194586, 0.9998411858125993, 0.9998943531773282, 1.0, 0.9999470815473356, 0.9999471235194586, 1.0, 0.9998944312483505, 0.9999471598414795, 1.0, 1.0, 0.999947148670789, 0.9999470395085266, 0.9999468932554434, 0.9998409247574103, 0.9998414460123672, 1.0, 0.9999468056811532, 0.9998411521762152, 0.9998944479628457, 0.9999470338983051, 0.9999471598414795, 0.9999469833527728, 0.9999472379042895, 0.9998417137128687, 0.9998944591029024, 0.9998417137128687, 0.9999471793788295, 0.9999470226742954, 0.9998416468725257, 0.9997889182058047, 0.999947148670789, 0.9998942582214233, 0.9999472156241752, 0.9999470226742954, 0.9998942638117896, 0.9998417554594367, 0.9998944925089681, 1.0, 0.9998943085134493, 0.9998945036396244, 0.9999471989017371, 0.9999469073533316, 1.0, 1.0, 1.0, 0.3940139186855737, 0.9703043409462524, 0.6332645174951035, 0.6357615894039735, 0.6480063374702931, 0.659714889123548, 0.3744375850162185]",so far cutoffs: [],0.965451764333562,No so far cutoffs. Use max 2.
1,MAX2,"[0.6375732615238396, 0.35382763853278215, 0.799841059602649, 0.8613436473455547, 0.6560310044595455, 0.6378372670151539, 0.6823884389391773, 0.6806776071995765, 0.6794390050277851, 0.5871138104040138, 0.6585443711427963, 0.8641517431387093, 0.8121324503311258, 0.6822152803515645, 0.8549933774834437, 0.6421141559744443, 0.5871138104040138, 0.8554701986754967, 0.8612906644060613, 0.6810121221745805, 0.8557350993377484, 0.6373092560325255, 0.8369801324503311, 0.7997880794701987, 0.6822152803515645, 0.8612906644060613, 0.6357444561774023, 0.3434132049806425, 0.6356916578669483, 0.6823884389391773]",,0.5871138104040138,Value after max distance in cutoff search range.
1,NODE3,"[0.5818153017582766, 0.3483857464287583, 0.8629933774834437, 0.9530041326692805, 0.5813336164790827, 0.5821321083478537, 0.5998094330633635, 0.5990471148755956, 0.5982005821645938, 0.5653023501452337, 0.5828367737816557, 0.9572427678287592, 0.8783046357615895, 0.6011542330703659, 0.9420397350993377, 0.5819737050530651, 0.5653023501452337, 0.9423576158940398, 0.952951149729787, 0.5994388862421259, 0.9426225165562914, 0.5818681028565394, 0.9187814569536424, 0.8632582781456953, 0.601471911897072, 0.952951149729787, 0.5836325237592397, 0.3385999790729308, 0.5835797254487857, 0.5998094330633635]",so far cutoffs: [0.965451764333562],0.8629933774834437,guard > max(compatibilities). Use max 2.
2,MAX2,"[0.8572945423656827, 0.6244785891546544, 0.35162995133692637, 0.9185683274209774, 0.6248481968424944, 0.9144385026737968, 0.9294902334444973, 0.9205929062996294, 0.9072770574225986, 0.6187434002111932, 0.6246897935477058, 0.3390185204562101, 0.5776076049643517, 0.5776076049643517, 0.9220263617595681, 0.6189545934530095, 0.8677378165567142, 0.6237393737789746, 0.9205971097347944]",,0.8572945423656827,Value after max distance in cutoff search range.
2,NODE3,"[0.8616479082607772, 0.5756375732615239, 0.348019465229449, 0.9321755704982263, 0.5760599820476265, 0.9286811034044581, 0.9643216346408343, 0.9452620434092113, 0.9273881979359619, 0.574973600844773, 0.5758487776545752, 0.3381814376896516, 0.5657248481647742, 0.5657248481647742, 0.9463765814408978, 0.5749208025343189, 0.8748669929772293, 0.5757959765563123, 0.9502408554338044]","so far cutoffs: [0.965451764333562, 0.8629933774834437]",0.8616479082607772,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
3,MAX2,"[0.9744970695390465, 0.3544555491601695, 0.9689529542214478, 0.9329989440337909, 0.9818364221975817, 0.3417390394475254, 0.638500132030631, 0.638500132030631, 0.918479408658923, 0.9637784465916891]",,0.638500132030631,Value after max distance in cutoff search range.
3,NODE3,"[0.9754474893077776, 0.3544555491601695, 0.9697977717936533, 0.9318373812038014, 0.9828396430645757, 0.3417390394475254, 0.6373910747293372, 0.6373910747293372, 0.9173178458289335, 0.9628280268229579]","so far cutoffs: [0.965451764333562, 0.8629933774834437, 0.8616479082607772]",0.6373910747293372,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
4,MAX2,"[0.4477869624359109, 1.0]",,1.0,Value after max distance in cutoff search range.
4,NODE3,"[0.4477869624359109, 1.0]","so far cutoffs: [0.965451764333562, 0.8629933774834437, 0.8616479082607772, 0.6373910747293372]",1.0,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
5,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
5,NODE3,[1.0],"so far cutoffs: [0.965451764333562, 0.8629933774834437, 0.8616479082607772, 0.6373910747293372, 1.0]",1.0,guard < min(compatibilities). Return min(compatibilities).
6,MAX2,"[0.9754474893077776, 0.9697977717936533, 0.9149947201689546, 0.9998943978034743, 0.9152059134107708, 0.9628280268229579]",,0.9628280268229579,Value after max distance in cutoff search range.
6,NODE3,"[0.9754474893077776, 0.9697977717936533, 0.9149947201689546, 0.9998943978034743, 0.9152059134107708, 0.9628280268229579]",so far cutoffs: [],0.9628280268229579,No so far cutoffs. Use max 2.
7,MAX2,"[1.0, 0.9821541710665259]",,1.0,Value after max distance in cutoff search range.
7,NODE3,"[1.0, 0.9821541710665259]",so far cutoffs: [0.9628280268229579],0.9821541710665259,guard < min(compatibilities). Return min(compatibilities).
8,MAX2,"[1.0, 0.9821541710665259]",,1.0,Value after max distance in cutoff search range.
8,NODE3,"[1.0, 0.9821541710665259]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
9,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
9,NODE3,[1.0],so far cutoffs: [1.0],1.0,guard < min(compatibilities). Return min(compatibilities).
10,MAX2,"[0.9754474893077776, 0.9697977717936533, 0.9998943978034743, 0.9628280268229579]",,0.9998943978034743,Value after max distance in cutoff search range.
10,NODE3,"[0.9753418871112519, 0.9696921695971277, 1.0, 0.9627224246264322]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
11,MAX2,"[0.9695337663023391, 1.0, 0.9625640213316436]",,1.0,Value after max distance in cutoff search range.
11,NODE3,"[0.9695337663023391, 1.0, 0.9625640213316436]",so far cutoffs: [1.0],1.0,guard > max(compatibilities). Use max 2.
12,MAX2,"[0.9928190506362532, 0.970906594857173]",,0.9928190506362532,Value after max distance in cutoff search range.
12,NODE3,"[1.0, 0.9569143038175194]","so far cutoffs: [1.0, 1.0]",1.0,guard > max(compatibilities). Use max 2.
13,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
13,NODE3,[1.0],"so far cutoffs: [1.0, 1.0, 1.0]",1.0,guard < min(compatibilities). Return min(compatibilities).
14,MAX2,"[0.8616479082607772, 0.9321755704982263, 0.9286811034044581, 0.9643216346408343, 0.9452620434092113, 0.9273881979359619, 0.9463765814408978, 0.8748669929772293, 0.9502408554338044]",,0.9273881979359619,Value after max distance in cutoff search range.
14,NODE3,"[0.8595774049692079, 0.9298988722401652, 0.9256631545507492, 0.9723148589275317, 0.9388035997882478, 0.9274940460439269, 0.9395479328780901, 0.8736965311768461, 0.9527288126621143]",so far cutoffs: [],0.9256631545507492,No so far cutoffs. Use max 2.
15,MAX2,"[0.8275111488638777, 1.0]",,1.0,Value after max distance in cutoff search range.
15,NODE3,"[0.8274580590358888, 1.0]",so far cutoffs: [0.9256631545507492],1.0,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
16,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
16,NODE3,[1.0],"so far cutoffs: [0.9256631545507492, 1.0]",1.0,guard < min(compatibilities). Return min(compatibilities).
17,MAX2,"[0.9298988722401652, 0.9256631545507492, 0.9723148589275317, 0.9388035997882478, 0.9274940460439269, 0.9395479328780901, 0.9527288126621143]",,0.9723148589275317,Value after max distance in cutoff search range.
17,NODE3,"[0.908402604966379, 0.9040080478636099, 1.0, 0.9148755955532027, 0.9473405662873776, 0.915568260017998, 0.9772378381239744]",so far cutoffs: [],0.9473405662873776,No so far cutoffs. Use max 2.
18,MAX2,"[0.979724722075172, 0.9172446656430349, 0.914226716789326, 0.9996294531787624]",,0.979724722075172,Value after max distance in cutoff search range.
18,NODE3,"[1.0, 0.9144914491449145, 0.9120559114735003, 0.9789847017098089]",so far cutoffs: [0.9473405662873776],0.9789847017098089,Use max 2 on sorted_comp[0:first_comp_greater_than_guard_index + 1]
19,MAX2,"[0.9907873140255202, 0.9877693651718114]",,0.9907873140255202,Value after max distance in cutoff search range.
19,NODE3,"[1.0, 0.9754328374013872]","so far cutoffs: [0.9473405662873776, 0.9789847017098089]",0.9754328374013872,guard < min(compatibilities). Return min(compatibilities).
20,MAX2,"[0.9907873140255202, 0.9877693651718114]",,0.9907873140255202,Value after max distance in cutoff search range.
20,NODE3,"[1.0, 0.9754328374013872]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
21,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
21,NODE3,[1.0],so far cutoffs: [1.0],1.0,guard < min(compatibilities). Return min(compatibilities).
22,MAX2,"[1.0, 0.9789847017098089]",,1.0,Value after max distance in cutoff search range.
22,NODE3,"[1.0, 0.9789847017098089]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
23,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
23,NODE3,[1.0],so far cutoffs: [1.0],1.0,guard < min(compatibilities). Return min(compatibilities).
24,MAX2,"[1.0, 0.9473405662873776, 0.9772378381239744]",,0.9772378381239744,Value after max distance in cutoff search range.
24,NODE3,"[1.0, 0.9473405662873776, 0.9772378381239744]",so far cutoffs: [],0.9772378381239744,No so far cutoffs. Use max 2.
25,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
25,NODE3,[1.0],so far cutoffs: [0.9772378381239744],1.0,guard < min(compatibilities). Return min(compatibilities).
26,MAX2,"[1.0, 0.9772378381239744]",,1.0,Value after max distance in cutoff search range.
26,NODE3,"[1.0, 0.9772378381239744]",so far cutoffs: [],1.0,No so far cutoffs. Use max 2.
27,MAX2,[1.0],,1.0,Value after max distance in cutoff search range.
27,NODE3,[1.0],so far cutoffs: [1.0],1.0,guard < min(compatibilities). Return min(compatibilities).
28,MAX2,"[0.8588079470198675, 0.9877079580375119, 0.9984105118151955, 0.8747549668874173, 0.96, 0.9579867549668875, 0.9876549750980185, 0.958251655629139, 0.9348874172185431, 0.8596556291390729, 0.9876549750980185]",,0.9348874172185431,Value after max distance in cutoff search range.
